,country_code,country_name,state_code,state_name,state_abbreviation,municipality_code,municipality_name,population_size,hdi,years,employability_rate
799,BR,Brasil,22,Piauí,PI,2205524,Júlio Borges,5653,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[476, 419, 436, 420, 353]"
800,BR,Brasil,22,Piauí,PI,2205532,Jurema,4790,0.555,"[2020, 2019, 2018, 2017, 2016]","[400, 302, 313, 309, 243]"
801,BR,Brasil,22,Piauí,PI,2205540,Lagoinha do Piauí,2870,0.597,"[2020, 2019, 2018, 2017, 2016]","[238, 249, 238, 183, 139]"
802,BR,Brasil,22,Piauí,PI,2205565,Lagoa do Barro do Piauí,4658,0.502,"[2020, 2019, 2018, 2017, 2016]","[942, 833, 796, 340, 340]"
803,BR,Brasil,22,Piauí,PI,2205573,Lagoa de São Francisco,6795,0.529,"[2020, 2019, 2018, 2017, 2016]","[379, 415, 491, 474, 473]"
804,BR,Brasil,22,Piauí,PI,2205581,Lagoa do Piauí,4086,0.583,"[2020, 2019, 2018, 2017, 2016]","[410, 335, 438, 405, 422]"
805,BR,Brasil,22,Piauí,PI,2205599,Lagoa do Sítio,5219,0.541,"[2020, 2019, 2018, 2017, 2016]","[255, 259, 257, 264, 274]"
806,BR,Brasil,22,Piauí,PI,2205607,Landri Sales,5272,0.584,"[2020, 2019, 2018, 2017, 2016]","[430, 381, 366, 371, 366]"
807,BR,Brasil,22,Piauí,PI,2205706,Luís Correia,30558,0.541,"[2020, 2019, 2018, 2017, 2016]","[2417, 2578, 2831, 3034, 2656]"
808,BR,Brasil,22,Piauí,PI,2205805,Luzilândia,25521,0.545,"[2020, 2019, 2018, 2017, 2016]","[1482, 1570, 1662, 1661, 1651]"
809,BR,Brasil,22,Piauí,PI,2205854,Madeiro,8372,0.563,"[2020, 2019, 2018, 2017, 2016]","[374, 383, 426, 349, 382]"
810,BR,Brasil,22,Piauí,PI,2205904,Manoel Emídio,5352,0.573,"[2020, 2019, 2018, 2017, 2016]","[238, 433, 469, 266, 308]"
811,BR,Brasil,22,Piauí,PI,2205953,Marcolândia,8590,0.562,"[2020, 2019, 2018, 2017, 2016]","[588, 558, 541, 434, 480]"
812,BR,Brasil,22,Piauí,PI,2206001,Marcos Parente,4546,0.59,"[2020, 2019, 2018, 2017, 2016]","[355, 374, 376, 359, 315]"
813,BR,Brasil,22,Piauí,PI,2206050,Massapê do Piauí,6456,0.525,"[2020, 2019, 2018, 2017, 2016]","[333, 364, 314, 291, 293]"
814,BR,Brasil,22,Piauí,PI,2206209,Miguel Alves,33901,0.539,"[2020, 2019, 2018, 2017, 2016]","[1268, 1472, 1356, 1283, 1294]"
815,BR,Brasil,22,Piauí,PI,2206308,Miguel Leão,1239,0.623,"[2020, 2019, 2018, 2017, 2016]","[250, 239, 211, 186, 156]"
816,BR,Brasil,22,Piauí,PI,2206357,Milton Brandão,6603,0.508,"[2020, 2019, 2018, 2017, 2016]","[346, 388, 337, 385, 259]"
817,BR,Brasil,22,Piauí,PI,2206407,Monsenhor Gil,10563,0.615,"[2020, 2019, 2018, 2017, 2016]","[741, 733, 697, 725, 776]"
818,BR,Brasil,22,Piauí,PI,2206506,Monsenhor Hipólito,7785,0.561,"[2020, 2019, 2018, 2017, 2016]","[331, 258, 262, 260, 274]"
819,BR,Brasil,22,Piauí,PI,2206720,Nazária,8632,0.602,"[2020, 2019, 2018, 2017, 2016]","[1345, 1188, 1109, 995, 998]"
820,BR,Brasil,22,Piauí,PI,2206605,Monte Alegre do Piauí,10618,0.578,"[2020, 2019, 2018, 2017, 2016]","[833, 834, 741, 752, 760]"
821,BR,Brasil,22,Piauí,PI,2206654,Morro Cabeça no Tempo,4527,0.542,"[2020, 2019, 2018, 2017, 2016]","[252, 290, 277, 262, 217]"
822,BR,Brasil,22,Piauí,PI,2206670,Morro do Chapéu do Piauí,6825,0.55,"[2020, 2019, 2018, 2017, 2016]","[422, 388, 415, 361, 357]"
823,BR,Brasil,22,Piauí,PI,2206696,Murici dos Portelas,9258,0.53,"[2020, 2019, 2018, 2017, 2016]","[432, 463, 469, 485, 437]"
824,BR,Brasil,22,Piauí,PI,2206704,Nazaré do Piauí,7307,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[509, 515, 494, 415, 415]"
825,BR,Brasil,24,Rio Grande do Norte,RN,2409605,Pedra Preta,2419,0.5579999999999999,"[2020, 2019, 2018, 2017, 2016]","[369, 330, 308, 319, 198]"
826,BR,Brasil,22,Piauí,PI,2206753,Nossa Senhora de Nazaré,4911,0.586,"[2020, 2019, 2018, 2017, 2016]","[248, 271, 246, 235, 260]"
827,BR,Brasil,22,Piauí,PI,2206803,Nossa Senhora dos Remédios,8751,0.5329999999999999,"[2020, 2019, 2018, 2017, 2016]","[227, 236, 243, 249, 242]"
828,BR,Brasil,22,Piauí,PI,2206902,Novo Oriente do Piauí,6548,0.562,"[2020, 2019, 2018, 2017, 2016]","[364, 361, 310, 329, 322]"
829,BR,Brasil,22,Piauí,PI,2206951,Novo Santo Antônio,3014,0.528,"[2020, 2019, 2018, 2017, 2016]","[165, 169, 168, 193, 230]"
830,BR,Brasil,22,Piauí,PI,2207009,Oeiras,37138,0.634,"[2020, 2019, 2018, 2017, 2016]","[4000, 3552, 3605, 3670, 3847]"
831,BR,Brasil,22,Piauí,PI,2207108,Olho D'Água do Piauí,2477,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[143, 148, 155, 99, 97]"
832,BR,Brasil,22,Piauí,PI,2207207,Padre Marcos,6879,0.541,"[2020, 2019, 2018, 2017, 2016]","[492, 479, 435, 382, 382]"
833,BR,Brasil,22,Piauí,PI,2207306,Paes Landim,4124,0.575,"[2020, 2019, 2018, 2017, 2016]","[207, 425, 221, 310, 202]"
834,BR,Brasil,22,Piauí,PI,2207355,Pajeú do Piauí,3416,0.5589999999999999,"[2020, 2019, 2018, 2017, 2016]","[244, 240, 243, 243, 163]"
835,BR,Brasil,22,Piauí,PI,2207405,Palmeira do Piauí,5029,0.557,"[2020, 2019, 2018, 2017, 2016]","[250, 205, 170, 205, 217]"
836,BR,Brasil,22,Piauí,PI,2207504,Palmeirais,14633,0.562,"[2020, 2019, 2018, 2017, 2016]","[639, 645, 712, 717, 728]"
837,BR,Brasil,22,Piauí,PI,2207553,Paquetá,3931,0.509,"[2020, 2019, 2018, 2017, 2016]","[179, 234, 198, 217, 208]"
838,BR,Brasil,22,Piauí,PI,2209153,Santa Cruz dos Milagres,4046,0.5770000000000001,"[2020, 2019, 2018, 2017, 2016]","[297, 283, 274, 260, 216]"
839,BR,Brasil,22,Piauí,PI,2207603,Parnaguá,10846,0.575,"[2020, 2019, 2018, 2017, 2016]","[531, 568, 552, 542, 477]"
840,BR,Brasil,22,Piauí,PI,2207702,Parnaíba,153863,0.687,"[2020, 2019, 2018, 2017, 2016]","[24556, 24667, 24159, 22301, 20347]"
841,BR,Brasil,22,Piauí,PI,2207751,Passagem Franca do Piauí,4331,0.561,"[2020, 2019, 2018, 2017, 2016]","[223, 226, 247, 201, 187]"
842,BR,Brasil,22,Piauí,PI,2207777,Patos do Piauí,6420,0.563,"[2020, 2019, 2018, 2017, 2016]","[314, 317, 309, 377, 367]"
843,BR,Brasil,22,Piauí,PI,2207793,Pau D'Arco do Piauí,4084,0.514,"[2020, 2019, 2018, 2017, 2016]","[177, 155, 134, 126, 138]"
844,BR,Brasil,22,Piauí,PI,2209203,Santa Filomena,6256,0.544,"[2020, 2019, 2018, 2017, 2016]","[432, 406, 426, 265, 365]"
845,BR,Brasil,22,Piauí,PI,2207801,Paulistana,20583,0.6,"[2020, 2019, 2018, 2017, 2016]","[1628, 1531, 1680, 1577, 1829]"
846,BR,Brasil,22,Piauí,PI,2207850,Pavussu,3662,0.526,"[2020, 2019, 2018, 2017, 2016]","[267, 267, 287, 337, 243]"
847,BR,Brasil,22,Piauí,PI,2207900,Pedro II,38812,0.5710000000000001,"[2020, 2019, 2018, 2017, 2016]","[2685, 2567, 2595, 2427, 2362]"
848,BR,Brasil,22,Piauí,PI,2207934,Pedro Laurentino,2551,0.562,"[2020, 2019, 2018, 2017, 2016]","[208, 217, 262, 120, 150]"
849,BR,Brasil,22,Piauí,PI,2207959,Nova Santa Rita,4392,0.5539999999999999,"[2020, 2019, 2018, 2017, 2016]","[200, 211, 270, 234, 243]"
850,BR,Brasil,24,Rio Grande do Norte,RN,2409704,Pedro Avelino,6591,0.583,"[2020, 2019, 2018, 2017, 2016]","[618, 650, 619, 559, 515]"
851,BR,Brasil,22,Piauí,PI,2208007,Picos,78627,0.698,"[2020, 2019, 2018, 2017, 2016]","[16530, 17316, 15423, 15909, 15174]"
852,BR,Brasil,22,Piauí,PI,2208106,Pimenteiras,12150,0.5660000000000001,"[2020, 2019, 2018, 2017, 2016]","[471, 591, 556, 566, 684]"
853,BR,Brasil,22,Piauí,PI,2208205,Pio IX,18492,0.564,"[2020, 2019, 2018, 2017, 2016]","[864, 813, 766, 723, 712]"
854,BR,Brasil,22,Piauí,PI,2208304,Piracuruca,28952,0.596,"[2020, 2019, 2018, 2017, 2016]","[2256, 2317, 2235, 2162, 1977]"
855,BR,Brasil,22,Piauí,PI,2208403,Piripiri,63829,0.635,"[2020, 2019, 2018, 2017, 2016]","[7343, 6908, 6369, 6915, 6529]"
856,BR,Brasil,22,Piauí,PI,2209302,Santa Luz,5903,0.588,"[2020, 2019, 2018, 2017, 2016]","[398, 397, 389, 381, 327]"
857,BR,Brasil,22,Piauí,PI,2208502,Porto,12646,0.5489999999999999,"[2020, 2019, 2018, 2017, 2016]","[612, 596, 688, 721, 700]"
858,BR,Brasil,22,Piauí,PI,2208551,Porto Alegre do Piauí,2728,0.563,"[2020, 2019, 2018, 2017, 2016]","[207, 197, 173, 168, 188]"
859,BR,Brasil,22,Piauí,PI,2208601,Prata do Piauí,3149,0.565,"[2020, 2019, 2018, 2017, 2016]","[189, 180, 186, 174, 151]"
860,BR,Brasil,22,Piauí,PI,2208650,Queimada Nova,9041,0.515,"[2020, 2019, 2018, 2017, 2016]","[760, 543, 458, 431, 339]"
861,BR,Brasil,22,Piauí,PI,2208700,Redenção do Gurguéia,8814,0.589,"[2020, 2019, 2018, 2017, 2016]","[520, 601, 606, 541, 597]"
862,BR,Brasil,22,Piauí,PI,2208809,Regeneração,17979,0.591,"[2020, 2019, 2018, 2017, 2016]","[1397, 1207, 1495, 1341, 1457]"
863,BR,Brasil,22,Piauí,PI,2208858,Riacho Frio,4306,0.541,"[2020, 2019, 2018, 2017, 2016]","[280, 300, 287, 292, 280]"
864,BR,Brasil,22,Piauí,PI,2208874,Ribeira do Piauí,4499,0.52,"[2020, 2019, 2018, 2017, 2016]","[309, 302, 289, 238, 281]"
865,BR,Brasil,22,Piauí,PI,2208908,Ribeiro Gonçalves,7408,0.601,"[2020, 2019, 2018, 2017, 2016]","[639, 640, 663, 647, 546]"
866,BR,Brasil,22,Piauí,PI,2209005,Rio Grande do Piauí,6434,0.5720000000000001,"[2020, 2019, 2018, 2017, 2016]","[391, 395, 397, 394, 355]"
867,BR,Brasil,22,Piauí,PI,2209104,Santa Cruz do Piauí,6254,0.601,"[2020, 2019, 2018, 2017, 2016]","[469, 505, 505, 476, 388]"
868,BR,Brasil,22,Piauí,PI,2209351,Santana do Piauí,4650,0.574,"[2020, 2019, 2018, 2017, 2016]","[230, 232, 220, 226, 224]"
869,BR,Brasil,22,Piauí,PI,2209377,Santa Rosa do Piauí,5254,0.5670000000000001,"[2020, 2019, 2018, 2017, 2016]","[231, 270, 266, 243, 235]"
870,BR,Brasil,22,Piauí,PI,2209401,Santo Antônio de Lisboa,6466,0.584,"[2020, 2019, 2018, 2017, 2016]","[365, 451, 453, 470, 345]"
871,BR,Brasil,22,Piauí,PI,2209450,Santo Antônio dos Milagres,2172,0.619,"[2020, 2019, 2018, 2017, 2016]","[115, 153, 109, 105, 99]"
872,BR,Brasil,22,Piauí,PI,2209500,Santo Inácio do Piauí,3809,0.613,"[2020, 2019, 2018, 2017, 2016]","[307, 295, 269, 291, 223]"
873,BR,Brasil,22,Piauí,PI,2209559,São Braz do Piauí,4454,0.596,"[2020, 2019, 2018, 2017, 2016]","[248, 251, 253, 237, 205]"
874,BR,Brasil,22,Piauí,PI,2209609,São Félix do Piauí,2923,0.61,"[2020, 2019, 2018, 2017, 2016]","[190, 267, 258, 248, 208]"
875,BR,Brasil,22,Piauí,PI,2209658,São Francisco de Assis do Piauí,5801,0.485,"[2020, 2019, 2018, 2017, 2016]","[332, 333, 335, 283, 283]"
876,BR,Brasil,22,Piauí,PI,2209708,São Francisco do Piauí,6417,0.57,"[2020, 2019, 2018, 2017, 2016]","[404, 378, 399, 472, 407]"
877,BR,Brasil,22,Piauí,PI,2209757,São Gonçalo do Gurguéia,3071,0.56,"[2020, 2019, 2018, 2017, 2016]","[302, 580, 221, 188, 197]"
878,BR,Brasil,22,Piauí,PI,2209807,São Gonçalo do Piauí,5044,0.616,"[2020, 2019, 2018, 2017, 2016]","[348, 318, 301, 289, 241]"
879,BR,Brasil,22,Piauí,PI,2209856,São João da Canabrava,4619,0.5589999999999999,"[2020, 2019, 2018, 2017, 2016]","[310, 276, 273, 285, 306]"
880,BR,Brasil,22,Piauí,PI,2209872,São João da Fronteira,6084,0.515,"[2020, 2019, 2018, 2017, 2016]","[352, 356, 336, 372, 375]"
881,BR,Brasil,23,Ceará,CE,2306603,Itatira,22018,0.562,"[2020, 2019, 2018, 2017, 2016]","[1337, 1352, 1279, 1208, 1196]"
882,BR,Brasil,22,Piauí,PI,2209906,São João da Serra,6106,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[325, 341, 366, 426, 333]"
883,BR,Brasil,22,Piauí,PI,2209955,São João da Varjota,4856,0.5589999999999999,"[2020, 2019, 2018, 2017, 2016]","[250, 230, 217, 250, 261]"
884,BR,Brasil,22,Piauí,PI,2209971,São João do Arraial,8085,0.523,"[2020, 2019, 2018, 2017, 2016]","[364, 379, 356, 369, 348]"
885,BR,Brasil,22,Piauí,PI,2210003,São João do Piauí,20720,0.645,"[2020, 2019, 2018, 2017, 2016]","[3712, 3253, 2929, 2134, 1897]"
886,BR,Brasil,22,Piauí,PI,2210052,São José do Divino,5361,0.565,"[2020, 2019, 2018, 2017, 2016]","[356, 356, 350, 357, 311]"
887,BR,Brasil,27,Alagoas,AL,2708709,São Miguel dos Milagres,8073,0.591,"[2020, 2019, 2018, 2017, 2016]","[1320, 1271, 1174, 1062, 941]"
888,BR,Brasil,22,Piauí,PI,2210102,São José do Peixe,3737,0.573,"[2020, 2019, 2018, 2017, 2016]","[342, 313, 351, 305, 262]"
889,BR,Brasil,22,Piauí,PI,2210201,São José do Piauí,6696,0.552,"[2020, 2019, 2018, 2017, 2016]","[387, 384, 419, 377, 335]"
890,BR,Brasil,22,Piauí,PI,2210300,São Julião,6379,0.594,"[2020, 2019, 2018, 2017, 2016]","[351, 360, 367, 328, 314]"
891,BR,Brasil,22,Piauí,PI,2210359,São Lourenço do Piauí,4581,0.595,"[2020, 2019, 2018, 2017, 2016]","[267, 286, 314, 276, 283]"
892,BR,Brasil,22,Piauí,PI,2210375,São Luis do Piauí,2648,0.5539999999999999,"[2020, 2019, 2018, 2017, 2016]","[164, 144, 142, 155, 153]"
893,BR,Brasil,22,Piauí,PI,2210383,São Miguel da Baixa Grande,2456,0.563,"[2020, 2019, 2018, 2017, 2016]","[265, 251, 234, 228, 214]"
894,BR,Brasil,22,Piauí,PI,2210391,São Miguel do Fidalgo,3037,0.535,"[2020, 2019, 2018, 2017, 2016]","[406, 194, 204, 202, 209]"
895,BR,Brasil,22,Piauí,PI,2210409,São Miguel do Tapuio,17617,0.556,"[2020, 2019, 2018, 2017, 2016]","[1041, 963, 871, 904, 779]"
896,BR,Brasil,22,Piauí,PI,2210508,São Pedro do Piauí,14356,0.595,"[2020, 2019, 2018, 2017, 2016]","[703, 759, 756, 809, 788]"
897,BR,Brasil,22,Piauí,PI,2210607,São Raimundo Nonato,35035,0.6609999999999999,"[2020, 2019, 2018, 2017, 2016]","[4201, 4078, 4619, 4649, 3736]"
898,BR,Brasil,22,Piauí,PI,2210623,Sebastião Barros,3434,0.536,"[2020, 2019, 2018, 2017, 2016]","[259, 261, 275, 255, 227]"
899,BR,Brasil,22,Piauí,PI,2211308,Valença do Piauí,20940,0.647,"[2020, 2019, 2018, 2017, 2016]","[2226, 2229, 2237, 2230, 2144]"
900,BR,Brasil,22,Piauí,PI,2210631,Sebastião Leal,4311,0.562,"[2020, 2019, 2018, 2017, 2016]","[429, 368, 378, 373, 315]"
901,BR,Brasil,22,Piauí,PI,2210656,Sigefredo Pacheco,10074,0.581,"[2020, 2019, 2018, 2017, 2016]","[341, 425, 452, 414, 416]"
902,BR,Brasil,22,Piauí,PI,2210706,Simões,14664,0.575,"[2020, 2019, 2018, 2017, 2016]","[847, 776, 952, 1055, 751]"
903,BR,Brasil,22,Piauí,PI,2210805,Simplício Mendes,12778,0.627,"[2020, 2019, 2018, 2017, 2016]","[1240, 1338, 1060, 889, 907]"
904,BR,Brasil,22,Piauí,PI,2210904,Socorro do Piauí,4557,0.561,"[2020, 2019, 2018, 2017, 2016]","[260, 251, 257, 257, 202]"
905,BR,Brasil,22,Piauí,PI,2210938,Sussuapara,6801,0.586,"[2020, 2019, 2018, 2017, 2016]","[510, 501, 461, 504, 494]"
906,BR,Brasil,22,Piauí,PI,2210953,Tamboril do Piauí,2939,0.501,"[2020, 2019, 2018, 2017, 2016]","[260, 230, 225, 241, 232]"
907,BR,Brasil,22,Piauí,PI,2210979,Tanque do Piauí,2781,0.579,"[2020, 2019, 2018, 2017, 2016]","[269, 251, 300, 306, 358]"
908,BR,Brasil,22,Piauí,PI,2211001,Teresina,871126,0.7509999999999999,"[2020, 2019, 2018, 2017, 2016]","[289096, 303921, 301449, 304981, 298736]"
909,BR,Brasil,22,Piauí,PI,2211100,União,44649,0.5770000000000001,"[2020, 2019, 2018, 2017, 2016]","[4669, 5214, 5196, 5068, 4956]"
910,BR,Brasil,22,Piauí,PI,2211209,Uruçuí,21746,0.631,"[2020, 2019, 2018, 2017, 2016]","[4275, 4201, 4254, 4904, 3876]"
912,BR,Brasil,22,Piauí,PI,2211357,Várzea Branca,4930,0.5529999999999999,"[2020, 2019, 2018, 2017, 2016]","[206, 217, 195, 208, 202]"
913,BR,Brasil,22,Piauí,PI,2211407,Várzea Grande,4382,0.5710000000000001,"[2020, 2019, 2018, 2017, 2016]","[228, 244, 224, 218, 222]"
914,BR,Brasil,22,Piauí,PI,2211506,Vera Mendes,3082,0.503,"[2020, 2019, 2018, 2017, 2016]","[140, 141, 101, 141, 131]"
915,BR,Brasil,22,Piauí,PI,2211605,Vila Nova do Piauí,2935,0.565,"[2020, 2019, 2018, 2017, 2016]","[235, 217, 213, 182, 203]"
916,BR,Brasil,22,Piauí,PI,2211704,Wall Ferraz,4479,0.544,"[2020, 2019, 2018, 2017, 2016]","[199, 214, 193, 228, 234]"
917,BR,Brasil,23,Ceará,CE,2300101,Abaiara,11965,0.628,"[2020, 2019, 2018, 2017, 2016]","[793, 796, 823, 1012, 877]"
918,BR,Brasil,23,Ceará,CE,2300150,Acarape,15140,0.606,"[2020, 2019, 2018, 2017, 2016]","[2056, 2362, 2163, 2298, 2216]"
919,BR,Brasil,23,Ceará,CE,2300200,Acaraú,63556,0.601,"[2020, 2019, 2018, 2017, 2016]","[5346, 4557, 4342, 4517, 3971]"
920,BR,Brasil,23,Ceará,CE,2300309,Acopiara,54687,0.595,"[2020, 2019, 2018, 2017, 2016]","[2832, 3029, 2924, 3004, 2642]"
921,BR,Brasil,23,Ceará,CE,2300408,Aiuaba,17584,0.569,"[2020, 2019, 2018, 2017, 2016]","[1303, 1231, 660, 616, 643]"
922,BR,Brasil,23,Ceará,CE,2300507,Alcântaras,11846,0.6,"[2020, 2019, 2018, 2017, 2016]","[956, 1327, 1000, 967, 969]"
923,BR,Brasil,23,Ceará,CE,2300606,Altaneira,7712,0.602,"[2020, 2019, 2018, 2017, 2016]","[751, 759, 583, 513, 484]"
924,BR,Brasil,26,Pernambuco,PE,2608255,Jucati,11545,0.55,"[2020, 2019, 2018, 2017, 2016]","[950, 848, 770, 781, 738]"
925,BR,Brasil,23,Ceará,CE,2300754,Amontada,44195,0.606,"[2020, 2019, 2018, 2017, 2016]","[3325, 3279, 3236, 2911, 2297]"
926,BR,Brasil,23,Ceará,CE,2300804,Antonina do Norte,7402,0.599,"[2020, 2019, 2018, 2017, 2016]","[644, 697, 670, 616, 608]"
927,BR,Brasil,23,Ceará,CE,2300903,Apuiarés,14742,0.618,"[2020, 2019, 2018, 2017, 2016]","[1142, 980, 1256, 1339, 1157]"
928,BR,Brasil,23,Ceará,CE,2301000,Aquiraz,81581,0.6409999999999999,"[2020, 2019, 2018, 2017, 2016]","[18682, 18205, 18441, 16992, 16874]"
929,BR,Brasil,23,Ceará,CE,2301109,Aracati,75392,0.655,"[2020, 2019, 2018, 2017, 2016]","[11652, 11751, 11344, 11183, 9956]"
930,BR,Brasil,26,Pernambuco,PE,2608305,Jupi,15007,0.575,"[2020, 2019, 2018, 2017, 2016]","[1269, 1082, 1159, 1191, 1203]"
931,BR,Brasil,23,Ceará,CE,2301208,Aracoiaba,26600,0.615,"[2020, 2019, 2018, 2017, 2016]","[3285, 2676, 2833, 2519, 1982]"
932,BR,Brasil,23,Ceará,CE,2301257,Ararendá,10983,0.59,"[2020, 2019, 2018, 2017, 2016]","[833, 800, 696, 841, 646]"
933,BR,Brasil,23,Ceará,CE,2301307,Araripe,21707,0.564,"[2020, 2019, 2018, 2017, 2016]","[1423, 1300, 1321, 1104, 1249]"
934,BR,Brasil,23,Ceará,CE,2301406,Aratuba,11759,0.622,"[2020, 2019, 2018, 2017, 2016]","[880, 906, 1045, 1090, 871]"
935,BR,Brasil,23,Ceará,CE,2301505,Arneiroz,7848,0.618,"[2020, 2019, 2018, 2017, 2016]","[526, 525, 767, 475, 878]"
936,BR,Brasil,23,Ceará,CE,2301604,Assaré,23537,0.6,"[2020, 2019, 2018, 2017, 2016]","[1725, 1737, 1663, 1512, 1384]"
937,BR,Brasil,23,Ceará,CE,2301703,Aurora,24567,0.605,"[2020, 2019, 2018, 2017, 2016]","[1693, 1510, 1681, 1418, 1208]"
938,BR,Brasil,23,Ceará,CE,2301802,Baixio,6318,0.627,"[2020, 2019, 2018, 2017, 2016]","[720, 721, 650, 472, 483]"
939,BR,Brasil,23,Ceará,CE,2301851,Banabuiú,18313,0.606,"[2020, 2019, 2018, 2017, 2016]","[1592, 2192, 1509, 2070, 1371]"
940,BR,Brasil,23,Ceará,CE,2301901,Barbalha,61662,0.6829999999999999,"[2020, 2019, 2018, 2017, 2016]","[10959, 10752, 10691, 10311, 9569]"
941,BR,Brasil,23,Ceará,CE,2301950,Barreira,22715,0.616,"[2020, 2019, 2018, 2017, 2016]","[1227, 1276, 1266, 1247, 1297]"
942,BR,Brasil,23,Ceará,CE,2302008,Barro,22834,0.599,"[2020, 2019, 2018, 2017, 2016]","[1796, 1561, 1488, 1412, 1285]"
943,BR,Brasil,23,Ceará,CE,2302057,Barroquinha,15069,0.5710000000000001,"[2020, 2019, 2018, 2017, 2016]","[1150, 1119, 1125, 1192, 1261]"
944,BR,Brasil,23,Ceará,CE,2302107,Baturité,36127,0.619,"[2020, 2019, 2018, 2017, 2016]","[3561, 3714, 3553, 3388, 3482]"
945,BR,Brasil,23,Ceará,CE,2302206,Beberibe,54315,0.638,"[2020, 2019, 2018, 2017, 2016]","[4907, 4724, 4635, 5159, 4507]"
946,BR,Brasil,23,Ceará,CE,2302305,Bela Cruz,32851,0.623,"[2020, 2019, 2018, 2017, 2016]","[2110, 1898, 1959, 2026, 1759]"
947,BR,Brasil,23,Ceará,CE,2304905,Groaíras,11219,0.633,"[2020, 2019, 2018, 2017, 2016]","[820, 830, 829, 736, 670]"
948,BR,Brasil,23,Ceará,CE,2302404,Boa Viagem,54680,0.598,"[2020, 2019, 2018, 2017, 2016]","[3700, 4115, 3636, 3723, 3651]"
949,BR,Brasil,23,Ceará,CE,2302503,Brejo Santo,50195,0.647,"[2020, 2019, 2018, 2017, 2016]","[7223, 7137, 6124, 6296, 7513]"
950,BR,Brasil,23,Ceará,CE,2302602,Camocim,64147,0.62,"[2020, 2019, 2018, 2017, 2016]","[6013, 6174, 5642, 6089, 5692]"
951,BR,Brasil,23,Ceará,CE,2302701,Campos Sales,27513,0.63,"[2020, 2019, 2018, 2017, 2016]","[2078, 2145, 2154, 2516, 2660]"
952,BR,Brasil,23,Ceará,CE,2302800,Canindé,77484,0.612,"[2020, 2019, 2018, 2017, 2016]","[8226, 7867, 7370, 7573, 7184]"
953,BR,Brasil,23,Ceará,CE,2302909,Capistrano,17830,0.611,"[2020, 2019, 2018, 2017, 2016]","[1332, 1088, 1075, 1052, 1037]"
954,BR,Brasil,23,Ceará,CE,2303006,Caridade,23011,0.5920000000000001,"[2020, 2019, 2018, 2017, 2016]","[1151, 1068, 1071, 1137, 1185]"
955,BR,Brasil,23,Ceará,CE,2303105,Cariré,18470,0.596,"[2020, 2019, 2018, 2017, 2016]","[1541, 1586, 1514, 1129, 1034]"
956,BR,Brasil,23,Ceará,CE,2303204,Caririaçu,27008,0.578,"[2020, 2019, 2018, 2017, 2016]","[1985, 1884, 1974, 2064, 2323]"
957,BR,Brasil,23,Ceará,CE,2303303,Cariús,18700,0.597,"[2020, 2019, 2018, 2017, 2016]","[729, 971, 969, 878, 812]"
958,BR,Brasil,23,Ceará,CE,2303402,Carnaubal,17763,0.593,"[2020, 2019, 2018, 2017, 2016]","[1160, 1185, 1149, 1175, 1189]"
959,BR,Brasil,23,Ceará,CE,2303501,Cascavel,72706,0.6459999999999999,"[2020, 2019, 2018, 2017, 2016]","[9789, 9882, 10070, 8298, 8180]"
960,BR,Brasil,23,Ceará,CE,2303600,Catarina,21041,0.618,"[2020, 2019, 2018, 2017, 2016]","[972, 947, 958, 741, 702]"
961,BR,Brasil,23,Ceará,CE,2303659,Catunda,10410,0.609,"[2020, 2019, 2018, 2017, 2016]","[638, 699, 641, 750, 701]"
962,BR,Brasil,23,Ceará,CE,2303709,Caucaia,368918,0.682,"[2020, 2019, 2018, 2017, 2016]","[43328, 43135, 40278, 40036, 36890]"
963,BR,Brasil,23,Ceará,CE,2305308,Ibiapina,25165,0.608,"[2020, 2019, 2018, 2017, 2016]","[1538, 1749, 1491, 1633, 1387]"
964,BR,Brasil,23,Ceará,CE,2303808,Cedro,25612,0.627,"[2020, 2019, 2018, 2017, 2016]","[1531, 1500, 1514, 1606, 1488]"
965,BR,Brasil,23,Ceará,CE,2303907,Chaval,13112,0.586,"[2020, 2019, 2018, 2017, 2016]","[1652, 1867, 1869, 1937, 2016]"
966,BR,Brasil,23,Ceará,CE,2303931,Choró,13608,0.585,"[2020, 2019, 2018, 2017, 2016]","[775, 722, 742, 593, 538]"
967,BR,Brasil,23,Ceará,CE,2303956,Chorozinho,20286,0.604,"[2020, 2019, 2018, 2017, 2016]","[1949, 1705, 1615, 1587, 1387]"
968,BR,Brasil,23,Ceará,CE,2304004,Coreaú,23340,0.61,"[2020, 2019, 2018, 2017, 2016]","[1287, 1497, 1330, 1444, 1503]"
969,BR,Brasil,23,Ceará,CE,2304103,Crateús,75241,0.644,"[2020, 2019, 2018, 2017, 2016]","[7444, 7368, 6866, 6439, 6226]"
970,BR,Brasil,23,Ceará,CE,2304202,Crato,133913,0.713,"[2020, 2019, 2018, 2017, 2016]","[19157, 19976, 20136, 19762, 19765]"
971,BR,Brasil,23,Ceará,CE,2304236,Croatá,18201,0.59,"[2020, 2019, 2018, 2017, 2016]","[991, 915, 944, 941, 839]"
