,country_code,country_name,state_code,state_name,state_abbreviation,municipality_code,municipality_name,population_size,hdi,years,employability_rate
972,BR,Brasil,23,Ceará,CE,2304251,Cruz,25121,0.632,"[2020, 2019, 2018, 2017, 2016]","[2228, 2109, 2110, 1821, 1726]"
973,BR,Brasil,23,Ceará,CE,2304269,Deputado Irapuan Pinheiro,9698,0.609,"[2020, 2019, 2018, 2017, 2016]","[1052, 1042, 1048, 1011, 930]"
974,BR,Brasil,23,Ceará,CE,2304277,Ereré,7254,0.61,"[2020, 2019, 2018, 2017, 2016]","[575, 482, 503, 598, 643]"
975,BR,Brasil,23,Ceará,CE,2304285,Eusébio,55035,0.701,"[2020, 2019, 2018, 2017, 2016]","[43967, 45632, 41970, 43302, 42894]"
976,BR,Brasil,23,Ceará,CE,2304301,Farias Brito,19330,0.633,"[2020, 2019, 2018, 2017, 2016]","[1248, 1377, 1353, 1291, 1216]"
977,BR,Brasil,23,Ceará,CE,2304350,Forquilha,24680,0.644,"[2020, 2019, 2018, 2017, 2016]","[2422, 2416, 2181, 2140, 1716]"
978,BR,Brasil,23,Ceará,CE,2304400,Fortaleza,2703391,0.754,"[2020, 2019, 2018, 2017, 2016]","[818765, 849116, 849045, 841351, 847545]"
979,BR,Brasil,23,Ceará,CE,2306108,Irauçuba,24450,0.605,"[2020, 2019, 2018, 2017, 2016]","[1721, 1848, 1917, 1930, 1934]"
980,BR,Brasil,23,Ceará,CE,2304459,Fortim,16776,0.624,"[2020, 2019, 2018, 2017, 2016]","[1315, 1545, 1141, 1099, 906]"
981,BR,Brasil,23,Ceará,CE,2304509,Frecheirinha,14195,0.604,"[2020, 2019, 2018, 2017, 2016]","[4377, 3144, 4478, 3264, 2765]"
982,BR,Brasil,23,Ceará,CE,2304608,General Sampaio,7767,0.568,"[2020, 2019, 2018, 2017, 2016]","[717, 609, 582, 658, 539]"
983,BR,Brasil,23,Ceará,CE,2304657,Graça,14415,0.57,"[2020, 2019, 2018, 2017, 2016]","[899, 867, 914, 904, 947]"
984,BR,Brasil,23,Ceará,CE,2304707,Granja,55170,0.5589999999999999,"[2020, 2019, 2018, 2017, 2016]","[3668, 2796, 3301, 2603, 2206]"
985,BR,Brasil,23,Ceará,CE,2304806,Granjeiro,4784,0.585,"[2020, 2019, 2018, 2017, 2016]","[480, 590, 581, 575, 587]"
986,BR,Brasil,23,Ceará,CE,2304954,Guaiúba,26508,0.617,"[2020, 2019, 2018, 2017, 2016]","[1617, 1834, 1795, 1989, 2088]"
987,BR,Brasil,23,Ceará,CE,2305001,Guaraciaba do Norte,40921,0.609,"[2020, 2019, 2018, 2017, 2016]","[3135, 3133, 3160, 3139, 3142]"
988,BR,Brasil,23,Ceará,CE,2305100,Guaramiranga,5073,0.637,"[2020, 2019, 2018, 2017, 2016]","[959, 943, 977, 898, 799]"
989,BR,Brasil,23,Ceará,CE,2305209,Hidrolândia,20126,0.597,"[2020, 2019, 2018, 2017, 2016]","[1222, 1245, 1272, 1329, 1445]"
990,BR,Brasil,23,Ceará,CE,2305233,Horizonte,69688,0.6579999999999999,"[2020, 2019, 2018, 2017, 2016]","[19233, 18402, 17761, 18332, 17139]"
991,BR,Brasil,23,Ceará,CE,2305266,Ibaretama,13385,0.5770000000000001,"[2020, 2019, 2018, 2017, 2016]","[887, 873, 778, 856, 893]"
992,BR,Brasil,23,Ceará,CE,2305332,Ibicuitinga,12730,0.606,"[2020, 2019, 2018, 2017, 2016]","[980, 1021, 889, 839, 1188]"
993,BR,Brasil,23,Ceará,CE,2305357,Icapuí,20183,0.616,"[2020, 2019, 2018, 2017, 2016]","[3789, 3592, 3634, 4397, 4689]"
994,BR,Brasil,23,Ceará,CE,2305407,Icó,68303,0.606,"[2020, 2019, 2018, 2017, 2016]","[4987, 4953, 4871, 5085, 5905]"
995,BR,Brasil,23,Ceará,CE,2305506,Iguatu,103633,0.677,"[2020, 2019, 2018, 2017, 2016]","[15633, 15064, 15568, 15949, 16140]"
996,BR,Brasil,23,Ceará,CE,2305605,Independência,26196,0.632,"[2020, 2019, 2018, 2017, 2016]","[1791, 1806, 1785, 1781, 1861]"
997,BR,Brasil,23,Ceará,CE,2305654,Ipaporanga,11597,0.579,"[2020, 2019, 2018, 2017, 2016]","[773, 851, 711, 676, 593]"
998,BR,Brasil,23,Ceará,CE,2305704,Ipaumirim,12507,0.606,"[2020, 2019, 2018, 2017, 2016]","[923, 1001, 1006, 974, 910]"
999,BR,Brasil,23,Ceará,CE,2305803,Ipu,42148,0.618,"[2020, 2019, 2018, 2017, 2016]","[3518, 3640, 3620, 3612, 3341]"
1000,BR,Brasil,23,Ceará,CE,2305902,Ipueiras,38064,0.573,"[2020, 2019, 2018, 2017, 2016]","[2384, 2373, 2216, 2182, 1970]"
1001,BR,Brasil,23,Ceará,CE,2306009,Iracema,14351,0.652,"[2020, 2019, 2018, 2017, 2016]","[1119, 1056, 1071, 1028, 1145]"
1002,BR,Brasil,23,Ceará,CE,2306207,Itaiçaba,7904,0.6559999999999999,"[2020, 2019, 2018, 2017, 2016]","[607, 663, 596, 669, 519]"
1003,BR,Brasil,23,Ceará,CE,2306256,Itaitinga,38661,0.626,"[2020, 2019, 2018, 2017, 2016]","[6667, 6438, 5349, 5188, 4946]"
1004,BR,Brasil,23,Ceará,CE,2306306,Itapajé,53448,0.623,"[2020, 2019, 2018, 2017, 2016]","[5136, 5579, 5298, 5414, 4960]"
1005,BR,Brasil,23,Ceará,CE,2306405,Itapipoca,131687,0.64,"[2020, 2019, 2018, 2017, 2016]","[13977, 13386, 13600, 12539, 14909]"
1006,BR,Brasil,23,Ceará,CE,2306504,Itapiúna,20653,0.604,"[2020, 2019, 2018, 2017, 2016]","[977, 1030, 203, 1169, 846]"
1007,BR,Brasil,23,Ceará,CE,2306553,Itarema,42595,0.606,"[2020, 2019, 2018, 2017, 2016]","[3245, 3320, 3029, 4011, 3542]"
1008,BR,Brasil,23,Ceará,CE,2306702,Jaguaretama,18133,0.612,"[2020, 2019, 2018, 2017, 2016]","[1245, 1198, 1185, 1253, 1264]"
1009,BR,Brasil,23,Ceará,CE,2306801,Jaguaribara,11580,0.618,"[2020, 2019, 2018, 2017, 2016]","[959, 1098, 886, 855, 755]"
1010,BR,Brasil,23,Ceará,CE,2306900,Jaguaribe,34592,0.621,"[2020, 2019, 2018, 2017, 2016]","[3992, 3309, 4420, 3270, 3528]"
1011,BR,Brasil,23,Ceará,CE,2307007,Jaguaruana,33960,0.624,"[2020, 2019, 2018, 2017, 2016]","[3889, 3928, 3616, 4476, 3345]"
1012,BR,Brasil,23,Ceará,CE,2307106,Jardim,27187,0.614,"[2020, 2019, 2018, 2017, 2016]","[1850, 1807, 1719, 1849, 1638]"
1013,BR,Brasil,23,Ceará,CE,2307205,Jati,8150,0.6509999999999999,"[2020, 2019, 2018, 2017, 2016]","[671, 772, 819, 807, 646]"
1014,BR,Brasil,23,Ceará,CE,2307254,Jijoca de Jericoacoara,20351,0.652,"[2020, 2019, 2018, 2017, 2016]","[5098, 5582, 4860, 4372, 3999]"
1015,BR,Brasil,23,Ceará,CE,2307304,Juazeiro do Norte,278264,0.6940000000000001,"[2020, 2019, 2018, 2017, 2016]","[54531, 55754, 54287, 53949, 53096]"
1016,BR,Brasil,23,Ceará,CE,2307403,Jucás,24949,0.598,"[2020, 2019, 2018, 2017, 2016]","[1743, 1700, 1673, 1564, 1405]"
1017,BR,Brasil,23,Ceará,CE,2307502,Lavras da Mangabeira,31476,0.613,"[2020, 2019, 2018, 2017, 2016]","[1819, 1849, 1833, 1938, 2131]"
1018,BR,Brasil,23,Ceará,CE,2308302,Milagres,27413,0.628,"[2020, 2019, 2018, 2017, 2016]","[2338, 1944, 1774, 1520, 1706]"
1019,BR,Brasil,23,Ceará,CE,2307601,Limoeiro do Norte,60232,0.682,"[2020, 2019, 2018, 2017, 2016]","[9337, 8167, 7992, 7756, 6960]"
1020,BR,Brasil,23,Ceará,CE,2307635,Madalena,20031,0.61,"[2020, 2019, 2018, 2017, 2016]","[1407, 1314, 1237, 1274, 1343]"
1021,BR,Brasil,23,Ceará,CE,2307650,Maracanaú,230986,0.6859999999999999,"[2020, 2019, 2018, 2017, 2016]","[64856, 64490, 60175, 58347, 58251]"
1022,BR,Brasil,23,Ceará,CE,2307700,Maranguape,131677,0.659,"[2020, 2019, 2018, 2017, 2016]","[16506, 16647, 16323, 16169, 13745]"
1023,BR,Brasil,23,Ceará,CE,2308351,Milhã,13129,0.626,"[2020, 2019, 2018, 2017, 2016]","[1223, 1207, 1235, 1171, 1134]"
1024,BR,Brasil,23,Ceará,CE,2307809,Marco,27822,0.612,"[2020, 2019, 2018, 2017, 2016]","[3344, 3591, 3537, 3402, 3670]"
1025,BR,Brasil,23,Ceará,CE,2307908,Martinópole,11407,0.599,"[2020, 2019, 2018, 2017, 2016]","[927, 879, 836, 923, 1105]"
1026,BR,Brasil,23,Ceará,CE,2308005,Massapê,39341,0.616,"[2020, 2019, 2018, 2017, 2016]","[2432, 2580, 2309, 2355, 1709]"
1027,BR,Brasil,23,Ceará,CE,2308104,Mauriti,48370,0.605,"[2020, 2019, 2018, 2017, 2016]","[3095, 2951, 2835, 2991, 2634]"
1028,BR,Brasil,23,Ceará,CE,2308203,Meruoca,15309,0.618,"[2020, 2019, 2018, 2017, 2016]","[1198, 1176, 1164, 1149, 1077]"
1029,BR,Brasil,23,Ceará,CE,2308401,Missão Velha,35566,0.622,"[2020, 2019, 2018, 2017, 2016]","[3035, 3005, 3058, 3266, 2660]"
1030,BR,Brasil,23,Ceará,CE,2308500,Mombaça,43917,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[3245, 3076, 3344, 3413, 2937]"
1031,BR,Brasil,23,Ceará,CE,2308609,Monsenhor Tabosa,17264,0.61,"[2020, 2019, 2018, 2017, 2016]","[1398, 1430, 1427, 1450, 1275]"
1032,BR,Brasil,23,Ceará,CE,2308708,Morada Nova,61590,0.61,"[2020, 2019, 2018, 2017, 2016]","[9147, 8052, 7414, 6998, 5911]"
1033,BR,Brasil,24,Rio Grande do Norte,RN,2410108,Poço Branco,15646,0.5870000000000001,"[2020, 2019, 2018, 2017, 2016]","[626, 781, 862, 810, 744]"
1034,BR,Brasil,23,Ceará,CE,2308807,Moraújo,8833,0.581,"[2020, 2019, 2018, 2017, 2016]","[817, 578, 566, 560, 570]"
1035,BR,Brasil,23,Ceará,CE,2308906,Morrinhos,22830,0.588,"[2020, 2019, 2018, 2017, 2016]","[1101, 1109, 975, 891, 1098]"
1036,BR,Brasil,23,Ceará,CE,2309003,Mucambo,14561,0.607,"[2020, 2019, 2018, 2017, 2016]","[1309, 1016, 912, 1112, 1141]"
1037,BR,Brasil,23,Ceará,CE,2309102,Mulungu,11056,0.607,"[2020, 2019, 2018, 2017, 2016]","[1021, 906, 889, 769, 656]"
1038,BR,Brasil,23,Ceará,CE,2309201,Nova Olinda,15798,0.625,"[2020, 2019, 2018, 2017, 2016]","[1498, 1625, 1921, 1950, 1898]"
1039,BR,Brasil,24,Rio Grande do Norte,RN,2413557,Serrinha dos Pintos,4832,0.598,"[2020, 2019, 2018, 2017, 2016]","[313, 314, 323, 336, 322]"
1040,BR,Brasil,23,Ceará,CE,2309300,Nova Russas,32487,0.614,"[2020, 2019, 2018, 2017, 2016]","[2796, 2568, 2173, 2388, 2496]"
1041,BR,Brasil,23,Ceará,CE,2309409,Novo Oriente,28737,0.605,"[2020, 2019, 2018, 2017, 2016]","[1910, 2191, 1903, 2126, 1851]"
1042,BR,Brasil,23,Ceará,CE,2309458,Ocara,25958,0.594,"[2020, 2019, 2018, 2017, 2016]","[2129, 1266, 1286, 1205, 1537]"
1043,BR,Brasil,23,Ceará,CE,2309508,Orós,21342,0.636,"[2020, 2019, 2018, 2017, 2016]","[1099, 1055, 1093, 1181, 1140]"
1044,BR,Brasil,23,Ceará,CE,2309607,Pacajus,74145,0.659,"[2020, 2019, 2018, 2017, 2016]","[8635, 8248, 8503, 8616, 7855]"
1045,BR,Brasil,23,Ceará,CE,2309706,Pacatuba,85647,0.675,"[2020, 2019, 2018, 2017, 2016]","[7180, 8156, 7139, 7834, 7197]"
1046,BR,Brasil,23,Ceará,CE,2309805,Pacoti,12313,0.635,"[2020, 2019, 2018, 2017, 2016]","[1089, 1096, 929, 920, 894]"
1047,BR,Brasil,23,Ceará,CE,2309904,Pacujá,6565,0.621,"[2020, 2019, 2018, 2017, 2016]","[515, 445, 497, 531, 432]"
1048,BR,Brasil,23,Ceará,CE,2310001,Palhano,9458,0.638,"[2020, 2019, 2018, 2017, 2016]","[789, 766, 858, 656, 568]"
1049,BR,Brasil,23,Ceará,CE,2310100,Palmácia,13553,0.622,"[2020, 2019, 2018, 2017, 2016]","[782, 822, 805, 818, 829]"
1050,BR,Brasil,23,Ceará,CE,2310209,Paracuru,35526,0.637,"[2020, 2019, 2018, 2017, 2016]","[3815, 3600, 3802, 3849, 3748]"
1051,BR,Brasil,23,Ceará,CE,2311702,Reriutaba,18279,0.601,"[2020, 2019, 2018, 2017, 2016]","[1635, 1645, 1619, 1568, 1429]"
1052,BR,Brasil,23,Ceará,CE,2310258,Paraipaba,33232,0.634,"[2020, 2019, 2018, 2017, 2016]","[4215, 4135, 3736, 3925, 3575]"
1053,BR,Brasil,23,Ceará,CE,2310308,Parambu,31391,0.57,"[2020, 2019, 2018, 2017, 2016]","[2071, 2037, 1905, 1805, 1733]"
1054,BR,Brasil,23,Ceará,CE,2310407,Paramoti,12276,0.583,"[2020, 2019, 2018, 2017, 2016]","[751, 741, 788, 887, 796]"
1055,BR,Brasil,23,Ceará,CE,2310506,Pedra Branca,43359,0.603,"[2020, 2019, 2018, 2017, 2016]","[2852, 3285, 3206, 2666, 2258]"
1056,BR,Brasil,23,Ceará,CE,2310605,Penaforte,9207,0.6459999999999999,"[2020, 2019, 2018, 2017, 2016]","[738, 849, 2308, 879, 928]"
1057,BR,Brasil,23,Ceará,CE,2310704,Pentecoste,38045,0.629,"[2020, 2019, 2018, 2017, 2016]","[4659, 4492, 4280, 4413, 4591]"
1058,BR,Brasil,23,Ceará,CE,2310803,Pereiro,16356,0.601,"[2020, 2019, 2018, 2017, 2016]","[3669, 3816, 2945, 3009, 2259]"
1059,BR,Brasil,23,Ceará,CE,2310852,Pindoretama,20964,0.636,"[2020, 2019, 2018, 2017, 2016]","[2502, 2429, 2435, 2722, 1834]"
1060,BR,Brasil,23,Ceará,CE,2310902,Piquet Carneiro,17210,0.6,"[2020, 2019, 2018, 2017, 2016]","[1193, 1223, 967, 883, 919]"
1061,BR,Brasil,23,Ceará,CE,2310951,Pires Ferreira,11052,0.591,"[2020, 2019, 2018, 2017, 2016]","[745, 566, 572, 608, 355]"
1062,BR,Brasil,23,Ceará,CE,2311009,Poranga,12358,0.581,"[2020, 2019, 2018, 2017, 2016]","[809, 720, 746, 769, 743]"
1063,BR,Brasil,23,Ceará,CE,2311108,Porteiras,14920,0.622,"[2020, 2019, 2018, 2017, 2016]","[1163, 1177, 1124, 1207, 1241]"
1064,BR,Brasil,23,Ceará,CE,2311207,Potengi,11165,0.562,"[2020, 2019, 2018, 2017, 2016]","[687, 723, 810, 858, 835]"
1065,BR,Brasil,23,Ceará,CE,2311231,Potiretama,6455,0.604,"[2020, 2019, 2018, 2017, 2016]","[477, 785, 568, 662, 584]"
1066,BR,Brasil,23,Ceará,CE,2311264,Quiterianópolis,21246,0.594,"[2020, 2019, 2018, 2017, 2016]","[1515, 1678, 1745, 1764, 1631]"
1067,BR,Brasil,23,Ceará,CE,2311603,Redenção,29238,0.626,"[2020, 2019, 2018, 2017, 2016]","[3391, 3161, 3147, 3064, 2515]"
1068,BR,Brasil,23,Ceará,CE,2311306,Quixadá,88899,0.659,"[2020, 2019, 2018, 2017, 2016]","[8582, 8523, 7669, 8065, 7601]"
1069,BR,Brasil,23,Ceará,CE,2311355,Quixelô,16116,0.591,"[2020, 2019, 2018, 2017, 2016]","[1052, 1067, 1070, 1080, 1010]"
1070,BR,Brasil,23,Ceará,CE,2311405,Quixeramobim,82455,0.642,"[2020, 2019, 2018, 2017, 2016]","[11538, 12351, 11403, 6524, 6018]"
1071,BR,Brasil,23,Ceará,CE,2311504,Quixeré,22432,0.622,"[2020, 2019, 2018, 2017, 2016]","[3913, 3020, 2277, 1947, 2435]"
1072,BR,Brasil,23,Ceará,CE,2313807,Uruburetama,22223,0.639,"[2020, 2019, 2018, 2017, 2016]","[2674, 2733, 2934, 2778, 2807]"
1073,BR,Brasil,23,Ceará,CE,2311801,Russas,79550,0.674,"[2020, 2019, 2018, 2017, 2016]","[11136, 11531, 11883, 11069, 10881]"
1074,BR,Brasil,23,Ceará,CE,2311900,Saboeiro,15757,0.575,"[2020, 2019, 2018, 2017, 2016]","[1208, 890, 991, 1160, 1134]"
1075,BR,Brasil,23,Ceará,CE,2311959,Salitre,16714,0.54,"[2020, 2019, 2018, 2017, 2016]","[1695, 1661, 1551, 1602, 1960]"
1076,BR,Brasil,23,Ceará,CE,2312007,Santana do Acaraú,32851,0.5870000000000001,"[2020, 2019, 2018, 2017, 2016]","[1864, 1816, 1797, 1811, 1977]"
1077,BR,Brasil,23,Ceará,CE,2312106,Santana do Cariri,17726,0.612,"[2020, 2019, 2018, 2017, 2016]","[1205, 1272, 1169, 1111, 1007]"
1078,BR,Brasil,23,Ceará,CE,2312205,Santa Quitéria,43719,0.616,"[2020, 2019, 2018, 2017, 2016]","[4744, 4473, 4192, 4036, 3764]"
1079,BR,Brasil,23,Ceará,CE,2312304,São Benedito,48354,0.611,"[2020, 2019, 2018, 2017, 2016]","[4709, 4752, 4637, 4309, 4342]"
1080,BR,Brasil,23,Ceará,CE,2312403,São Gonçalo do Amarante,49306,0.665,"[2020, 2019, 2018, 2017, 2016]","[13281, 13062, 13202, 13584, 11896]"
1081,BR,Brasil,23,Ceará,CE,2312502,São João do Jaguaribe,7557,0.654,"[2020, 2019, 2018, 2017, 2016]","[617, 641, 622, 669, 591]"
1082,BR,Brasil,23,Ceará,CE,2312601,São Luís do Curu,13086,0.62,"[2020, 2019, 2018, 2017, 2016]","[860, 840, 559, 981, 853]"
1083,BR,Brasil,23,Ceará,CE,2312700,Senador Pompeu,25418,0.619,"[2020, 2019, 2018, 2017, 2016]","[4206, 3974, 3781, 3972, 3908]"
1084,BR,Brasil,23,Ceará,CE,2312809,Senador Sá,7758,0.603,"[2020, 2019, 2018, 2017, 2016]","[537, 533, 521, 500, 448]"
1085,BR,Brasil,23,Ceará,CE,2312908,Sobral,212437,0.7140000000000001,"[2020, 2019, 2018, 2017, 2016]","[51549, 47782, 51480, 50540, 47368]"
1086,BR,Brasil,23,Ceará,CE,2313005,Solonópole,18389,0.625,"[2020, 2019, 2018, 2017, 2016]","[1983, 1889, 1749, 1678, 1460]"
1087,BR,Brasil,23,Ceará,CE,2313906,Uruoca,13988,0.5660000000000001,"[2020, 2019, 2018, 2017, 2016]","[1323, 1222, 1248, 1113, 1146]"
1088,BR,Brasil,23,Ceará,CE,2313104,Tabuleiro do Norte,32079,0.645,"[2020, 2019, 2018, 2017, 2016]","[2739, 2779, 2620, 2591, 2490]"
1089,BR,Brasil,23,Ceará,CE,2313203,Tamboril,26199,0.58,"[2020, 2019, 2018, 2017, 2016]","[1541, 1565, 1606, 1631, 1340]"
1090,BR,Brasil,23,Ceará,CE,2313252,Tarrafas,8555,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[508, 847, 559, 492, 462]"
1091,BR,Brasil,23,Ceará,CE,2313302,Tauá,59259,0.633,"[2020, 2019, 2018, 2017, 2016]","[6398, 5629, 5739, 5409, 4713]"
1092,BR,Brasil,23,Ceará,CE,2313351,Tejuçuoca,19551,0.584,"[2020, 2019, 2018, 2017, 2016]","[1428, 1284, 1231, 1256, 992]"
1093,BR,Brasil,23,Ceará,CE,2313401,Tianguá,77111,0.657,"[2020, 2019, 2018, 2017, 2016]","[10322, 10192, 9673, 9387, 8468]"
1094,BR,Brasil,23,Ceará,CE,2313500,Trairi,56653,0.606,"[2020, 2019, 2018, 2017, 2016]","[3930, 3951, 3710, 3594, 3702]"
1095,BR,Brasil,23,Ceará,CE,2313559,Tururu,16588,0.606,"[2020, 2019, 2018, 2017, 2016]","[950, 954, 994, 956, 1331]"
1096,BR,Brasil,23,Ceará,CE,2313609,Ubajara,35295,0.648,"[2020, 2019, 2018, 2017, 2016]","[3216, 3427, 3320, 3614, 3252]"
1097,BR,Brasil,23,Ceará,CE,2313708,Umari,7740,0.591,"[2020, 2019, 2018, 2017, 2016]","[511, 590, 638, 425, 376]"
1098,BR,Brasil,23,Ceará,CE,2313757,Umirim,19976,0.5870000000000001,"[2020, 2019, 2018, 2017, 2016]","[1341, 1355, 1227, 1108, 937]"
1099,BR,Brasil,23,Ceará,CE,2313955,Varjota,18520,0.611,"[2020, 2019, 2018, 2017, 2016]","[1902, 1883, 1924, 2224, 2169]"
1100,BR,Brasil,23,Ceará,CE,2314003,Várzea Alegre,41078,0.629,"[2020, 2019, 2018, 2017, 2016]","[3571, 3548, 3618, 3516, 3530]"
1101,BR,Brasil,23,Ceará,CE,2314102,Viçosa do Ceará,61916,0.5710000000000001,"[2020, 2019, 2018, 2017, 2016]","[3371, 3722, 3386, 3356, 3124]"
1102,BR,Brasil,24,Rio Grande do Norte,RN,2400109,Acari,11106,0.679,"[2020, 2019, 2018, 2017, 2016]","[1111, 1191, 1166, 1117, 1145]"
1103,BR,Brasil,24,Rio Grande do Norte,RN,2400208,Açu,58743,0.6609999999999999,"[2020, 2019, 2018, 2017, 2016]","[7007, 6928, 6692, 6818, 6574]"
1104,BR,Brasil,24,Rio Grande do Norte,RN,2400307,Afonso Bezerra,11024,0.585,"[2020, 2019, 2018, 2017, 2016]","[1362, 985, 872, 1018, 561]"
1105,BR,Brasil,24,Rio Grande do Norte,RN,2400505,Alexandria,13529,0.606,"[2020, 2019, 2018, 2017, 2016]","[1168, 1115, 1093, 1152, 983]"
1106,BR,Brasil,24,Rio Grande do Norte,RN,2400604,Almino Afonso,4685,0.624,"[2020, 2019, 2018, 2017, 2016]","[260, 225, 224, 249, 228]"
1107,BR,Brasil,24,Rio Grande do Norte,RN,2400703,Alto do Rodrigues,14923,0.672,"[2020, 2019, 2018, 2017, 2016]","[2773, 2764, 2963, 2338, 3528]"
1108,BR,Brasil,24,Rio Grande do Norte,RN,2400802,Angicos,11695,0.624,"[2020, 2019, 2018, 2017, 2016]","[1205, 1190, 1095, 1128, 875]"
1109,BR,Brasil,24,Rio Grande do Norte,RN,2400901,Antônio Martins,7162,0.578,"[2020, 2019, 2018, 2017, 2016]","[341, 357, 378, 351, 337]"
1110,BR,Brasil,24,Rio Grande do Norte,RN,2413607,Severiano Melo,1743,0.604,"[2020, 2019, 2018, 2017, 2016]","[588, 498, 471, 354, 319]"
1111,BR,Brasil,24,Rio Grande do Norte,RN,2401008,Apodi,35904,0.639,"[2020, 2019, 2018, 2017, 2016]","[4023, 4307, 4506, 4157, 3717]"
1112,BR,Brasil,24,Rio Grande do Norte,RN,2401107,Areia Branca,28156,0.682,"[2020, 2019, 2018, 2017, 2016]","[4778, 4843, 4641, 4705, 4543]"
1113,BR,Brasil,24,Rio Grande do Norte,RN,2401206,Arês,14526,0.606,"[2020, 2019, 2018, 2017, 2016]","[3253, 2621, 2168, 2337, 2687]"
1114,BR,Brasil,24,Rio Grande do Norte,RN,2401305,Campo Grande,9686,0.621,"[2020, 2019, 2018, 2017, 2016]","[540, 583, 576, 566, 534]"
1115,BR,Brasil,24,Rio Grande do Norte,RN,2401404,Baía Formosa,9373,0.609,"[2020, 2019, 2018, 2017, 2016]","[2983, 3047, 2963, 2417, 3299]"
1116,BR,Brasil,24,Rio Grande do Norte,RN,2401453,Baraúna,29112,0.574,"[2020, 2019, 2018, 2017, 2016]","[4557, 4311, 3812, 4027, 4484]"
1117,BR,Brasil,24,Rio Grande do Norte,RN,2401503,Barcelona,3989,0.5660000000000001,"[2020, 2019, 2018, 2017, 2016]","[367, 409, 389, 384, 252]"
1118,BR,Brasil,24,Rio Grande do Norte,RN,2401602,Bento Fernandes,5552,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[466, 373, 443, 372, 349]"
1119,BR,Brasil,24,Rio Grande do Norte,RN,2401651,Bodó,2171,0.629,"[2020, 2019, 2018, 2017, 2016]","[445, 454, 521, 584, 409]"
1120,BR,Brasil,24,Rio Grande do Norte,RN,2401701,Bom Jesus,10323,0.584,"[2020, 2019, 2018, 2017, 2016]","[623, 613, 570, 506, 490]"
1121,BR,Brasil,24,Rio Grande do Norte,RN,2401800,Brejinho,12873,0.5920000000000001,"[2020, 2019, 2018, 2017, 2016]","[985, 1060, 1003, 1032, 738]"
1122,BR,Brasil,24,Rio Grande do Norte,RN,2401859,Caiçara do Norte,6572,0.574,"[2020, 2019, 2018, 2017, 2016]","[518, 684, 645, 569, 339]"
1123,BR,Brasil,24,Rio Grande do Norte,RN,2413706,Sítio Novo,5600,0.5720000000000001,"[2020, 2019, 2018, 2017, 2016]","[311, 347, 314, 340, 261]"
1124,BR,Brasil,24,Rio Grande do Norte,RN,2401909,Caiçara do Rio do Vento,3745,0.5870000000000001,"[2020, 2019, 2018, 2017, 2016]","[211, 264, 297, 291, 276]"
1125,BR,Brasil,24,Rio Grande do Norte,RN,2402006,Caicó,68726,0.71,"[2020, 2019, 2018, 2017, 2016]","[11982, 11876, 11789, 11788, 11504]"
1126,BR,Brasil,24,Rio Grande do Norte,RN,2402105,Campo Redondo,11363,0.626,"[2020, 2019, 2018, 2017, 2016]","[729, 701, 699, 764, 589]"
1127,BR,Brasil,24,Rio Grande do Norte,RN,2402204,Canguaretama,34814,0.579,"[2020, 2019, 2018, 2017, 2016]","[3915, 4122, 4329, 4286, 3405]"
1128,BR,Brasil,24,Rio Grande do Norte,RN,2402303,Caraúbas,20588,0.638,"[2020, 2019, 2018, 2017, 2016]","[2382, 2213, 2178, 1809, 1515]"
1129,BR,Brasil,24,Rio Grande do Norte,RN,2402402,Carnaúba dos Dantas,8297,0.659,"[2020, 2019, 2018, 2017, 2016]","[1292, 1354, 1360, 1418, 1562]"
1130,BR,Brasil,24,Rio Grande do Norte,RN,2402501,Carnaubais,10972,0.589,"[2020, 2019, 2018, 2017, 2016]","[848, 793, 731, 787, 720]"
1131,BR,Brasil,24,Rio Grande do Norte,RN,2402600,Ceará-Mirim,74268,0.616,"[2020, 2019, 2018, 2017, 2016]","[7246, 7145, 6653, 6938, 6290]"
1132,BR,Brasil,24,Rio Grande do Norte,RN,2402709,Cerro Corá,11182,0.607,"[2020, 2019, 2018, 2017, 2016]","[892, 967, 924, 919, 972]"
1133,BR,Brasil,24,Rio Grande do Norte,RN,2402808,Coronel Ezequiel,5501,0.5870000000000001,"[2020, 2019, 2018, 2017, 2016]","[346, 349, 353, 358, 346]"
1134,BR,Brasil,24,Rio Grande do Norte,RN,2402907,Coronel João Pessoa,4918,0.578,"[2020, 2019, 2018, 2017, 2016]","[315, 368, 389, 302, 265]"
1135,BR,Brasil,24,Rio Grande do Norte,RN,2403004,Cruzeta,7968,0.654,"[2020, 2019, 2018, 2017, 2016]","[1035, 1020, 1027, 1164, 1034]"
1136,BR,Brasil,24,Rio Grande do Norte,RN,2403103,Currais Novos,45022,0.691,"[2020, 2019, 2018, 2017, 2016]","[6304, 6268, 6300, 6862, 6766]"
1137,BR,Brasil,24,Rio Grande do Norte,RN,2403202,Doutor Severiano,7068,0.621,"[2020, 2019, 2018, 2017, 2016]","[420, 422, 409, 430, 394]"
1138,BR,Brasil,24,Rio Grande do Norte,RN,2403251,Parnamirim,272490,0.7659999999999999,"[2020, 2019, 2018, 2017, 2016]","[47387, 46881, 45166, 46678, 45328]"
