country_code,country_name,state_code,state_name,state_abbreviation,municipality_code,municipality_name,population_size,hdi,years,employability_rate
BR,Brasil,31,Minas Gerais,MG,3102209,Alvarenga,3783,0.592,"[2020, 2019, 2018, 2017, 2016]","[437, 411, 411, 410, 112]"
BR,Brasil,31,Minas Gerais,MG,3102308,Alvinópolis,15135,0.676,"[2020, 2019, 2018, 2017, 2016]","[2624, 2539, 2505, 2701, 2507]"
BR,Brasil,31,Minas Gerais,MG,3102407,Alvorada de Minas,3605,0.572,"[2020, 2019, 2018, 2017, 2016]","[445, 478, 449, 418, 384]"
BR,Brasil,31,Minas Gerais,MG,3102902,Antônio Carlos,11471,0.683,"[2020, 2019, 2018, 2017, 2016]","[1570, 1442, 1314, 1273, 1137]"
BR,Brasil,31,Minas Gerais,MG,3102506,Amparo do Serra,4643,0.641,"[2020, 2019, 2018, 2017, 2016]","[429, 425, 426, 416, 322]"
BR,Brasil,31,Minas Gerais,MG,3102605,Andradas,41704,0.734,"[2020, 2019, 2018, 2017, 2016]","[10623, 10384, 10711, 10574, 10540]"
BR,Brasil,31,Minas Gerais,MG,3102704,Cachoeira de Pajeú,9470,0.578,"[2020, 2019, 2018, 2017, 2016]","[690, 847, 796, 891, 637]"
BR,Brasil,31,Minas Gerais,MG,3102803,Andrelândia,12189,0.7,"[2020, 2019, 2018, 2017, 2016]","[1797, 1665, 1678, 1692, 1563]"
BR,Brasil,31,Minas Gerais,MG,3102852,Angelândia,8594,0.597,"[2020, 2019, 2018, 2017, 2016]","[871, 797, 759, 724, 573]"
BR,Brasil,31,Minas Gerais,MG,3103009,Antônio Dias,9233,0.645,"[2020, 2019, 2018, 2017, 2016]","[2224, 2316, 1964, 1814, 1139]"
BR,Brasil,31,Minas Gerais,MG,3103108,Antônio Prado de Minas,1577,0.684,"[2020, 2019, 2018, 2017, 2016]","[243, 225, 235, 273, 165]"
BR,Brasil,31,Minas Gerais,MG,3103207,Araçaí,2360,0.695,"[2020, 2019, 2018, 2017, 2016]","[436, 657, 494, 432, 445]"
BR,Brasil,31,Minas Gerais,MG,3103306,Aracitaba,2056,0.661,"[2020, 2019, 2018, 2017, 2016]","[214, 214, 226, 234, 239]"
BR,Brasil,31,Minas Gerais,MG,3103405,Araçuaí,36715,0.663,"[2020, 2019, 2018, 2017, 2016]","[4579, 4467, 4218, 4309, 4238]"
BR,Brasil,31,Minas Gerais,MG,3103504,Araguari,118361,0.773,"[2020, 2019, 2018, 2017, 2016]","[27536, 27009, 25682, 25252, 25041]"
BR,Brasil,31,Minas Gerais,MG,3103603,Arantina,2779,0.697,"[2020, 2019, 2018, 2017, 2016]","[397, 476, 501, 505, 418]"
BR,Brasil,31,Minas Gerais,MG,3107000,Biquinhas,2482,0.688,"[2020, 2019, 2018, 2017, 2016]","[357, 372, 379, 348, 369]"
BR,Brasil,31,Minas Gerais,MG,3103702,Araponga,8467,0.536,"[2020, 2019, 2018, 2017, 2016]","[556, 500, 514, 508, 432]"
BR,Brasil,31,Minas Gerais,MG,3103751,Araporã,6992,0.708,"[2020, 2019, 2018, 2017, 2016]","[2970, 2996, 3209, 3110, 2960]"
BR,Brasil,31,Minas Gerais,MG,3103801,Arapuá,2836,0.724,"[2020, 2019, 2018, 2017, 2016]","[708, 662, 641, 641, 569]"
BR,Brasil,31,Minas Gerais,MG,3103900,Araújos,9523,0.698,"[2020, 2019, 2018, 2017, 2016]","[1965, 1932, 2055, 2050, 1904]"
BR,Brasil,31,Minas Gerais,MG,3104007,Araxá,108403,0.772,"[2020, 2019, 2018, 2017, 2016]","[31482, 32532, 31176, 31743, 32233]"
BR,Brasil,31,Minas Gerais,MG,3104106,Arceburgo,10990,0.683,"[2020, 2019, 2018, 2017, 2016]","[2141, 2045, 2140, 2166, 2080]"
BR,Brasil,31,Minas Gerais,MG,3104205,Arcos,40658,0.749,"[2020, 2019, 2018, 2017, 2016]","[12899, 13254, 13286, 12987, 12142]"
BR,Brasil,31,Minas Gerais,MG,3104304,Areado,15288,0.727,"[2020, 2019, 2018, 2017, 2016]","[2052, 2138, 2123, 2177, 2127]"
BR,Brasil,31,Minas Gerais,MG,3104403,Argirita,2681,0.643,"[2020, 2019, 2018, 2017, 2016]","[362, 377, 416, 448, 417]"
BR,Brasil,31,Minas Gerais,MG,3104452,Aricanduva,5305,0.582,"[2020, 2019, 2018, 2017, 2016]","[424, 390, 349, 390, 263]"
BR,Brasil,31,Minas Gerais,MG,3104502,Arinos,17850,0.656,"[2020, 2019, 2018, 2017, 2016]","[1874, 1739, 1678, 1678, 1350]"
BR,Brasil,31,Minas Gerais,MG,3104601,Astolfo Dutra,14358,0.694,"[2020, 2019, 2018, 2017, 2016]","[3378, 3984, 3857, 3876, 4325]"
BR,Brasil,31,Minas Gerais,MG,3104700,Ataléia,12496,0.588,"[2020, 2019, 2018, 2017, 2016]","[1042, 1004, 929, 892, 918]"
BR,Brasil,31,Minas Gerais,MG,3104809,Augusto de Lima,4833,0.656,"[2020, 2019, 2018, 2017, 2016]","[623, 533, 567, 565, 597]"
BR,Brasil,31,Minas Gerais,MG,3104908,Baependi,19249,0.681,"[2020, 2019, 2018, 2017, 2016]","[3549, 3562, 3463, 3573, 3434]"
BR,Brasil,31,Minas Gerais,MG,3105004,Baldim,7780,0.671,"[2020, 2019, 2018, 2017, 2016]","[1595, 1638, 1290, 1177, 1333]"
BR,Brasil,31,Minas Gerais,MG,3105103,Bambuí,23964,0.741,"[2020, 2019, 2018, 2017, 2016]","[4455, 4551, 4225, 4126, 4078]"
BR,Brasil,31,Minas Gerais,MG,3105202,Bandeira,4738,0.599,"[2020, 2019, 2018, 2017, 2016]","[340, 317, 357, 373, 361]"
BR,Brasil,31,Minas Gerais,MG,3105301,Bandeira do Sul,5808,0.692,"[2020, 2019, 2018, 2017, 2016]","[761, 1107, 1107, 1148, 1001]"
BR,Brasil,31,Minas Gerais,MG,3105400,Barão de Cocais,33232,0.722,"[2020, 2019, 2018, 2017, 2016]","[7237, 6753, 5499, 5175, 5039]"
BR,Brasil,31,Minas Gerais,MG,3105509,Barão de Monte Alto,5311,0.649,"[2020, 2019, 2018, 2017, 2016]","[523, 469, 458, 474, 487]"
BR,Brasil,31,Minas Gerais,MG,3105608,Barbacena,139061,0.769,"[2020, 2019, 2018, 2017, 2016]","[30039, 30703, 30170, 28791, 29087]"
BR,Brasil,31,Minas Gerais,MG,3105707,Barra Longa,4905,0.624,"[2020, 2019, 2018, 2017, 2016]","[493, 472, 502, 502, 506]"
BR,Brasil,31,Minas Gerais,MG,3105905,Barroso,20981,0.734,"[2020, 2019, 2018, 2017, 2016]","[3429, 3188, 3241, 3313, 3221]"
BR,Brasil,31,Minas Gerais,MG,3106002,Bela Vista de Minas,10269,0.674,"[2020, 2019, 2018, 2017, 2016]","[1432, 1330, 1386, 1311, 1273]"
BR,Brasil,31,Minas Gerais,MG,3106101,Belmiro Braga,3422,0.66,"[2020, 2019, 2018, 2017, 2016]","[532, 567, 598, 599, 547]"
BR,Brasil,31,Minas Gerais,MG,3106200,Belo Horizonte,2530701,0.81,"[2020, 2019, 2018, 2017, 2016]","[1434557, 1475731, 1454749, 1450987, 1335303]"
BR,Brasil,31,Minas Gerais,MG,3106309,Belo Oriente,27277,0.686,"[2020, 2019, 2018, 2017, 2016]","[7334, 7919, 7551, 7236, 6582]"
BR,Brasil,31,Minas Gerais,MG,3106408,Belo Vale,7723,0.655,"[2020, 2019, 2018, 2017, 2016]","[1236, 1247, 1073, 1149, 872]"
BR,Brasil,31,Minas Gerais,MG,3106507,Berilo,11813,0.628,"[2020, 2019, 2018, 2017, 2016]","[845, 795, 752, 3110, 3171]"
BR,Brasil,31,Minas Gerais,MG,3106606,Bertópolis,4609,0.594,"[2020, 2019, 2018, 2017, 2016]","[351, 224, 253, 309, 316]"
BR,Brasil,31,Minas Gerais,MG,3106655,Berizal,4792,0.604,"[2020, 2019, 2018, 2017, 2016]","[584, 562, 467, 486, 445]"
BR,Brasil,31,Minas Gerais,MG,3106705,Betim,450024,0.749,"[2020, 2019, 2018, 2017, 2016]","[119562, 118718, 113827, 110764, 110785]"
BR,Brasil,31,Minas Gerais,MG,3106804,Bias Fortes,3282,0.62,"[2020, 2019, 2018, 2017, 2016]","[313, 315, 351, 320, 290]"
BR,Brasil,31,Minas Gerais,MG,3106903,Bicas,14612,0.744,"[2020, 2019, 2018, 2017, 2016]","[3170, 3286, 2742, 3471, 3072]"
BR,Brasil,31,Minas Gerais,MG,3107109,Boa Esperança,40308,0.704,"[2020, 2019, 2018, 2017, 2016]","[7225, 7248, 7079, 7424, 6999]"
BR,Brasil,31,Minas Gerais,MG,3107208,Bocaina de Minas,5088,0.645,"[2020, 2019, 2018, 2017, 2016]","[601, 674, 727, 744, 719]"
BR,Brasil,31,Minas Gerais,MG,3107307,Bocaiúva,50521,0.7,"[2020, 2019, 2018, 2017, 2016]","[9154, 8956, 8612, 8444, 7989]"
BR,Brasil,31,Minas Gerais,MG,3107406,Bom Despacho,51436,0.75,"[2020, 2019, 2018, 2017, 2016]","[12744, 12578, 12386, 12230, 11969]"
BR,Brasil,31,Minas Gerais,MG,3107505,Bom Jardim de Minas,6444,0.673,"[2020, 2019, 2018, 2017, 2016]","[1161, 1192, 1199, 1209, 1119]"
BR,Brasil,31,Minas Gerais,MG,3107604,Bom Jesus da Penha,4270,0.735,"[2020, 2019, 2018, 2017, 2016]","[624, 634, 629, 616, 569]"
BR,Brasil,31,Minas Gerais,MG,3155702,Rio Piracicaba,14325,0.685,"[2020, 2019, 2018, 2017, 2016]","[2674, 2625, 2486, 2226, 1834]"
BR,Brasil,31,Minas Gerais,MG,3107703,Bom Jesus do Amparo,6182,0.683,"[2020, 2019, 2018, 2017, 2016]","[958, 974, 940, 884, 885]"
BR,Brasil,31,Minas Gerais,MG,3107802,Bom Jesus do Galho,14792,0.623,"[2020, 2019, 2018, 2017, 2016]","[870, 879, 965, 1015, 925]"
BR,Brasil,31,Minas Gerais,MG,3107901,Bom Repouso,10527,0.653,"[2020, 2019, 2018, 2017, 2016]","[972, 974, 969, 988, 899]"
BR,Brasil,31,Minas Gerais,MG,3108008,Bom Sucesso,17612,0.692,"[2020, 2019, 2018, 2017, 2016]","[2409, 2364, 2362, 2267, 2261]"
BR,Brasil,31,Minas Gerais,MG,3108107,Bonfim,6852,0.637,"[2020, 2019, 2018, 2017, 2016]","[738, 770, 744, 713, 657]"
BR,Brasil,31,Minas Gerais,MG,3108206,Bonfinópolis de Minas,5397,0.678,"[2020, 2019, 2018, 2017, 2016]","[708, 668, 715, 710, 687]"
BR,Brasil,31,Minas Gerais,MG,3108255,Bonito de Minas,11502,0.537,"[2020, 2019, 2018, 2017, 2016]","[526, 537, 551, 482, 368]"
BR,Brasil,31,Minas Gerais,MG,3108305,Borda da Mata,19809,0.73,"[2020, 2019, 2018, 2017, 2016]","[3308, 3264, 3279, 3305, 3299]"
BR,Brasil,31,Minas Gerais,MG,3108404,Botelhos,14927,0.702,"[2020, 2019, 2018, 2017, 2016]","[2411, 2467, 2385, 2386, 2199]"
BR,Brasil,31,Minas Gerais,MG,3108503,Botumirim,6259,0.602,"[2020, 2019, 2018, 2017, 2016]","[559, 471, 531, 511, 456]"
BR,Brasil,31,Minas Gerais,MG,3108552,Brasilândia de Minas,16950,0.674,"[2020, 2019, 2018, 2017, 2016]","[1643, 1643, 1585, 1553, 1519]"
BR,Brasil,31,Minas Gerais,MG,3108602,Brasília de Minas,32460,0.656,"[2020, 2019, 2018, 2017, 2016]","[3448, 3392, 3501, 3565, 3165]"
BR,Brasil,31,Minas Gerais,MG,3108701,Brás Pires,4255,0.625,"[2020, 2019, 2018, 2017, 2016]","[362, 407, 311, 398, 427]"
BR,Brasil,31,Minas Gerais,MG,3108800,Braúnas,4737,0.624,"[2020, 2019, 2018, 2017, 2016]","[411, 401, 415, 415, 375]"
BR,Brasil,31,Minas Gerais,MG,3108909,Brazópolis,14364,0.692,"[2020, 2019, 2018, 2017, 2016]","[1546, 1483, 1503, 1523, 1499]"
BR,Brasil,31,Minas Gerais,MG,3109006,Brumadinho,41208,0.747,"[2020, 2019, 2018, 2017, 2016]","[12100, 12330, 10336, 9795, 8783]"
BR,Brasil,31,Minas Gerais,MG,3109105,Bueno Brandão,10982,0.658,"[2020, 2019, 2018, 2017, 2016]","[1254, 1287, 1252, 1181, 1068]"
BR,Brasil,31,Minas Gerais,MG,3109204,Buenópolis,10342,0.669,"[2020, 2019, 2018, 2017, 2016]","[987, 984, 988, 963, 931]"
BR,Brasil,31,Minas Gerais,MG,3109253,Bugre,3984,0.627,"[2020, 2019, 2018, 2017, 2016]","[324, 314, 316, 318, 290]"
BR,Brasil,31,Minas Gerais,MG,3109303,Buritis,25179,0.672,"[2020, 2019, 2018, 2017, 2016]","[3347, 3339, 3182, 3041, 2579]"
BR,Brasil,31,Minas Gerais,MG,3109402,Buritizeiro,28184,0.624,"[2020, 2019, 2018, 2017, 2016]","[3985, 3511, 3584, 3515, 3331]"
BR,Brasil,31,Minas Gerais,MG,3109451,Cabeceira Grande,7025,0.648,"[2020, 2019, 2018, 2017, 2016]","[636, 647, 603, 625, 530]"
BR,Brasil,31,Minas Gerais,MG,3109501,Cabo Verde,14074,0.674,"[2020, 2019, 2018, 2017, 2016]","[1349, 1229, 1280, 1274, 1321]"
BR,Brasil,31,Minas Gerais,MG,3109600,Cachoeira da Prata,3580,0.741,"[2020, 2019, 2018, 2017, 2016]","[563, 632, 570, 617, 528]"
BR,Brasil,31,Minas Gerais,MG,3109709,Cachoeira de Minas,11609,0.706,"[2020, 2019, 2018, 2017, 2016]","[1927, 2007, 2033, 1947, 1915]"
BR,Brasil,31,Minas Gerais,MG,3109808,Cachoeira Dourada,2720,0.726,"[2020, 2019, 2018, 2017, 2016]","[517, 615, 522, 513, 528]"
BR,Brasil,31,Minas Gerais,MG,3109907,Caetanópolis,11869,0.706,"[2020, 2019, 2018, 2017, 2016]","[2317, 2385, 2176, 2266, 2043]"
BR,Brasil,31,Minas Gerais,MG,3110004,Caeté,45364,0.728,"[2020, 2019, 2018, 2017, 2016]","[6153, 6272, 5776, 5898, 6032]"
BR,Brasil,31,Minas Gerais,MG,3110103,Caiana,5584,0.633,"[2020, 2019, 2018, 2017, 2016]","[534, 547, 525, 536, 449]"
BR,Brasil,31,Minas Gerais,MG,3110202,Cajuri,3961,0.617,"[2020, 2019, 2018, 2017, 2016]","[564, 515, 513, 553, 468]"
BR,Brasil,31,Minas Gerais,MG,3110301,Caldas,14600,0.687,"[2020, 2019, 2018, 2017, 2016]","[2239, 2217, 2254, 2259, 2221]"
BR,Brasil,31,Minas Gerais,MG,3111408,Campo Florido,8383,0.706,"[2020, 2019, 2018, 2017, 2016]","[1907, 1903, 1786, 1789, 1684]"
BR,Brasil,31,Minas Gerais,MG,3110400,Camacho,2839,0.69,"[2020, 2019, 2018, 2017, 2016]","[278, 284, 291, 285, 255]"
BR,Brasil,31,Minas Gerais,MG,3110509,Camanducaia,21831,0.689,"[2020, 2019, 2018, 2017, 2016]","[6970, 6705, 6204, 5857, 5595]"
BR,Brasil,31,Minas Gerais,MG,3110608,Cambuí,30068,0.751,"[2020, 2019, 2018, 2017, 2016]","[7676, 7792, 7721, 7725, 7619]"
BR,Brasil,31,Minas Gerais,MG,3110707,Cambuquira,12810,0.699,"[2020, 2019, 2018, 2017, 2016]","[1497, 1478, 1502, 1567, 1604]"
BR,Brasil,31,Minas Gerais,MG,3110806,Campanário,3739,0.616,"[2020, 2019, 2018, 2017, 2016]","[429, 475, 461, 467, 425]"
BR,Brasil,31,Minas Gerais,MG,3110905,Campanha,16855,0.709,"[2020, 2019, 2018, 2017, 2016]","[2832, 2938, 2887, 2871, 2878]"
BR,Brasil,31,Minas Gerais,MG,3111002,Campestre,21052,0.698,"[2020, 2019, 2018, 2017, 2016]","[2922, 2776, 2579, 2736, 2734]"
BR,Brasil,31,Minas Gerais,MG,3111101,Campina Verde,19759,0.704,"[2020, 2019, 2018, 2017, 2016]","[2375, 2354, 2352, 2382, 2287]"
BR,Brasil,31,Minas Gerais,MG,3111150,Campo Azul,3830,0.621,"[2020, 2019, 2018, 2017, 2016]","[431, 395, 359, 392, 319]"
BR,Brasil,31,Minas Gerais,MG,3111200,Campo Belo,54338,0.711,"[2020, 2019, 2018, 2017, 2016]","[12873, 12412, 12110, 12180, 10808]"
BR,Brasil,31,Minas Gerais,MG,3111309,Campo do Meio,11648,0.683,"[2020, 2019, 2018, 2017, 2016]","[1159, 1282, 1281, 1232, 1128]"
BR,Brasil,31,Minas Gerais,MG,3111507,Campos Altos,15661,0.702,"[2020, 2019, 2018, 2017, 2016]","[2113, 1980, 2018, 2037, 2014]"
BR,Brasil,31,Minas Gerais,MG,3111606,Campos Gerais,28908,0.682,"[2020, 2019, 2018, 2017, 2016]","[3320, 3418, 3262, 3321, 3165]"
BR,Brasil,31,Minas Gerais,MG,3111705,Canaã,4533,0.649,"[2020, 2019, 2018, 2017, 2016]","[422, 403, 411, 467, 357]"
BR,Brasil,31,Minas Gerais,MG,3111804,Canápolis,12251,0.722,"[2020, 2019, 2018, 2017, 2016]","[2032, 2041, 2039, 2040, 1608]"
BR,Brasil,31,Minas Gerais,MG,3111903,Cana Verde,5585,0.65,"[2020, 2019, 2018, 2017, 2016]","[675, 730, 677, 594, 698]"
BR,Brasil,31,Minas Gerais,MG,3112000,Candeias,14890,0.678,"[2020, 2019, 2018, 2017, 2016]","[2627, 2553, 2289, 2271, 2292]"
BR,Brasil,31,Minas Gerais,MG,3112059,Cantagalo,4575,0.631,"[2020, 2019, 2018, 2017, 2016]","[534, 498, 540, 582, 480]"
BR,Brasil,31,Minas Gerais,MG,3112109,Caparaó,5464,0.624,"[2020, 2019, 2018, 2017, 2016]","[507, 571, 550, 551, 579]"
BR,Brasil,31,Minas Gerais,MG,3112208,Capela Nova,4616,0.648,"[2020, 2019, 2018, 2017, 2016]","[524, 480, 463, 467, 421]"
BR,Brasil,31,Minas Gerais,MG,3112307,Capelinha,38321,0.653,"[2020, 2019, 2018, 2017, 2016]","[6769, 6548, 6867, 7190, 6722]"
BR,Brasil,31,Minas Gerais,MG,3112406,Capetinga,6860,0.675,"[2020, 2019, 2018, 2017, 2016]","[898, 909, 975, 984, 977]"
BR,Brasil,31,Minas Gerais,MG,3112505,Capim Branco,9896,0.695,"[2020, 2019, 2018, 2017, 2016]","[977, 1042, 971, 919, 931]"
BR,Brasil,31,Minas Gerais,MG,3112604,Capinópolis,16294,0.723,"[2020, 2019, 2018, 2017, 2016]","[2881, 2561, 2600, 2702, 2544]"
BR,Brasil,31,Minas Gerais,MG,3112653,Capitão Andrade,5559,0.624,"[2020, 2019, 2018, 2017, 2016]","[533, 505, 517, 510, 377]"
BR,Brasil,31,Minas Gerais,MG,3112703,Capitão Enéas,15388,0.639,"[2020, 2019, 2018, 2017, 2016]","[2762, 2674, 2467, 2441, 2330]"
BR,Brasil,31,Minas Gerais,MG,3112802,Capitólio,8693,0.71,"[2020, 2019, 2018, 2017, 2016]","[2778, 2849, 2618, 2377, 2261]"
BR,Brasil,31,Minas Gerais,MG,3112901,Caputira,9318,0.615,"[2020, 2019, 2018, 2017, 2016]","[571, 654, 552, 655, 482]"
BR,Brasil,31,Minas Gerais,MG,3113008,Caraí,23872,0.558,"[2020, 2019, 2018, 2017, 2016]","[1097, 929, 870, 1002, 798]"
BR,Brasil,31,Minas Gerais,MG,3113107,Caranaíba,3150,0.634,"[2020, 2019, 2018, 2017, 2016]","[309, 271, 277, 304, 167]"
BR,Brasil,31,Minas Gerais,MG,3113206,Carandaí,25831,0.697,"[2020, 2019, 2018, 2017, 2016]","[3894, 3947, 4073, 3974, 4011]"
BR,Brasil,31,Minas Gerais,MG,3113305,Carangola,33022,0.695,"[2020, 2019, 2018, 2017, 2016]","[5799, 6171, 6289, 6351, 5965]"
BR,Brasil,31,Minas Gerais,MG,3113404,Caratinga,93124,0.706,"[2020, 2019, 2018, 2017, 2016]","[22435, 21620, 21030, 19477, 18646]"
BR,Brasil,31,Minas Gerais,MG,3113503,Carbonita,9423,0.638,"[2020, 2019, 2018, 2017, 2016]","[1760, 1720, 1781, 1809, 1423]"
BR,Brasil,31,Minas Gerais,MG,3113602,Careaçu,6826,0.683,"[2020, 2019, 2018, 2017, 2016]","[1044, 990, 945, 1005, 1010]"
BR,Brasil,31,Minas Gerais,MG,3113701,Carlos Chagas,18516,0.648,"[2020, 2019, 2018, 2017, 2016]","[2506, 2334, 2426, 2438, 2336]"
BR,Brasil,31,Minas Gerais,MG,3113800,Carmésia,2660,0.65,"[2020, 2019, 2018, 2017, 2016]","[374, 376, 344, 369, 359]"
BR,Brasil,31,Minas Gerais,MG,3113909,Carmo da Cachoeira,12193,0.655,"[2020, 2019, 2018, 2017, 2016]","[1943, 1757, 1630, 1380, 1247]"
BR,Brasil,31,Minas Gerais,MG,3114402,Carmo do Rio Claro,21310,0.733,"[2020, 2019, 2018, 2017, 2016]","[3215, 3298, 3163, 3279, 3210]"
BR,Brasil,31,Minas Gerais,MG,3114006,Carmo da Mata,11546,0.689,"[2020, 2019, 2018, 2017, 2016]","[2251, 2169, 2137, 2279, 2086]"
BR,Brasil,31,Minas Gerais,MG,3114105,Carmo de Minas,15031,0.682,"[2020, 2019, 2018, 2017, 2016]","[1691, 1539, 1490, 1487, 1390]"
BR,Brasil,31,Minas Gerais,MG,3114204,Carmo do Cajuru,22900,0.71,"[2020, 2019, 2018, 2017, 2016]","[5310, 4977, 4572, 4485, 3954]"
BR,Brasil,31,Minas Gerais,MG,3114303,Carmo do Paranaíba,30339,0.705,"[2020, 2019, 2018, 2017, 2016]","[5241, 5213, 5043, 5045, 5013]"
BR,Brasil,31,Minas Gerais,MG,3114501,Carmópolis de Minas,19756,0.7,"[2020, 2019, 2018, 2017, 2016]","[3941, 3929, 3713, 3843, 3684]"
BR,Brasil,31,Minas Gerais,MG,3114550,Carneirinho,10103,0.741,"[2020, 2019, 2018, 2017, 2016]","[1935, 2032, 2043, 1942, 1389]"
BR,Brasil,31,Minas Gerais,MG,3114600,Carrancas,4052,0.725,"[2020, 2019, 2018, 2017, 2016]","[676, 591, 583, 541, 486]"
BR,Brasil,31,Minas Gerais,MG,3114709,Carvalhópolis,3614,0.724,"[2020, 2019, 2018, 2017, 2016]","[418, 437, 446, 478, 435]"
BR,Brasil,31,Minas Gerais,MG,3114808,Carvalhos,4445,0.646,"[2020, 2019, 2018, 2017, 2016]","[510, 504, 493, 517, 483]"
BR,Brasil,31,Minas Gerais,MG,3114907,Casa Grande,2251,0.652,"[2020, 2019, 2018, 2017, 2016]","[300, 326, 430, 445, 387]"
BR,Brasil,31,Minas Gerais,MG,3115003,Cascalho Rico,3108,0.721,"[2020, 2019, 2018, 2017, 2016]","[426, 465, 444, 450, 300]"
BR,Brasil,31,Minas Gerais,MG,3115102,Cássia,17741,0.704,"[2020, 2019, 2018, 2017, 2016]","[2781, 2769, 2784, 2807, 2758]"
BR,Brasil,31,Minas Gerais,MG,3115201,Conceição da Barra de Minas,3939,0.685,"[2020, 2019, 2018, 2017, 2016]","[328, 341, 335, 340, 320]"
BR,Brasil,31,Minas Gerais,MG,3115300,Cataguases,75942,0.751,"[2020, 2019, 2018, 2017, 2016]","[16376, 16590, 16850, 17609, 17977]"
BR,Brasil,31,Minas Gerais,MG,3115359,Catas Altas,5465,0.684,"[2020, 2019, 2018, 2017, 2016]","[1291, 1156, 1041, 961, 797]"
BR,Brasil,31,Minas Gerais,MG,3115409,Catas Altas da Noruega,3665,0.6,"[2020, 2019, 2018, 2017, 2016]","[392, 407, 364, 348, 207]"
BR,Brasil,31,Minas Gerais,MG,3115458,Catuji,6206,0.54,"[2020, 2019, 2018, 2017, 2016]","[762, 706, 605, 658, 643]"
BR,Brasil,31,Minas Gerais,MG,3115474,Catuti,4944,0.621,"[2020, 2019, 2018, 2017, 2016]","[372, 345, 333, 344, 302]"
BR,Brasil,31,Minas Gerais,MG,3115508,Caxambu,21566,0.743,"[2020, 2019, 2018, 2017, 2016]","[3818, 4199, 4089, 4042, 4062]"
BR,Brasil,31,Minas Gerais,MG,3115607,Cedro do Abaeté,1150,0.678,"[2020, 2019, 2018, 2017, 2016]","[185, 199, 186, 185, 111]"
BR,Brasil,31,Minas Gerais,MG,3116605,Cláudio,29093,0.709,"[2020, 2019, 2018, 2017, 2016]","[10587, 10221, 9518, 9213, 8552]"
BR,Brasil,31,Minas Gerais,MG,3115706,Central de Minas,7059,0.665,"[2020, 2019, 2018, 2017, 2016]","[873, 760, 736, 846, 720]"
BR,Brasil,31,Minas Gerais,MG,3115805,Centralina,10343,0.678,"[2020, 2019, 2018, 2017, 2016]","[976, 1011, 962, 1027, 929]"
BR,Brasil,31,Minas Gerais,MG,3115904,Chácara,3216,0.664,"[2020, 2019, 2018, 2017, 2016]","[286, 327, 296, 312, 250]"
BR,Brasil,31,Minas Gerais,MG,3116001,Chalé,5695,0.655,"[2020, 2019, 2018, 2017, 2016]","[578, 555, 553, 518, 421]"
BR,Brasil,31,Minas Gerais,MG,3155801,Rio Pomba,18007,0.714,"[2020, 2019, 2018, 2017, 2016]","[3758, 3872, 3877, 3763, 3708]"
BR,Brasil,31,Minas Gerais,MG,3116100,Chapada do Norte,15334,0.598,"[2020, 2019, 2018, 2017, 2016]","[635, 679, 728, 737, 773]"
BR,Brasil,31,Minas Gerais,MG,3116159,Chapada Gaúcha,14217,0.635,"[2020, 2019, 2018, 2017, 2016]","[1185, 1137, 947, 1095, 769]"
BR,Brasil,31,Minas Gerais,MG,3116209,Chiador,2657,0.711,"[2020, 2019, 2018, 2017, 2016]","[315, 302, 278, 303, 337]"
BR,Brasil,31,Minas Gerais,MG,3116308,Cipotânea,6811,0.579,"[2020, 2019, 2018, 2017, 2016]","[408, 440, 412, 416, 289]"
BR,Brasil,31,Minas Gerais,MG,3116407,Claraval,4873,0.698,"[2020, 2019, 2018, 2017, 2016]","[859, 919, 885, 971, 727]"
BR,Brasil,31,Minas Gerais,MG,3116506,Claro dos Poções,7478,0.67,"[2020, 2019, 2018, 2017, 2016]","[633, 628, 680, 663, 564]"
BR,Brasil,31,Minas Gerais,MG,3116704,Coimbra,7631,0.669,"[2020, 2019, 2018, 2017, 2016]","[981, 1022, 1005, 954, 897]"
BR,Brasil,31,Minas Gerais,MG,3116803,Coluna,8810,0.583,"[2020, 2019, 2018, 2017, 2016]","[794, 759, 702, 790, 665]"
BR,Brasil,31,Minas Gerais,MG,3116902,Comendador Gomes,3128,0.697,"[2020, 2019, 2018, 2017, 2016]","[2195, 3126, 2893, 2628, 1339]"
BR,Brasil,31,Minas Gerais,MG,3117009,Comercinho,6624,0.593,"[2020, 2019, 2018, 2017, 2016]","[450, 449, 519, 516, 442]"
BR,Brasil,31,Minas Gerais,MG,3117108,Conceição da Aparecida,10351,0.691,"[2020, 2019, 2018, 2017, 2016]","[1113, 1110, 1063, 1134, 1031]"
BR,Brasil,31,Minas Gerais,MG,3117207,Conceição das Pedras,2814,0.668,"[2020, 2019, 2018, 2017, 2016]","[284, 308, 276, 301, 253]"
BR,Brasil,31,Minas Gerais,MG,3117306,Conceição das Alagoas,28782,0.712,"[2020, 2019, 2018, 2017, 2016]","[5124, 5464, 5150, 5119, 5133]"
BR,Brasil,31,Minas Gerais,MG,3117405,Conceição de Ipanema,4581,0.676,"[2020, 2019, 2018, 2017, 2016]","[422, 402, 375, 331, 295]"
BR,Brasil,31,Minas Gerais,MG,3117504,Conceição do Mato Dentro,17438,0.634,"[2020, 2019, 2018, 2017, 2016]","[6597, 6270, 6477, 4517, 4199]"
